CustomerID,Name,Gender,Age,City,Signup_Date,Last_purchase_date,purchase_amount,feedback_score,Country
C5304,Simran,female,-5.0,Pune,,,-999.0,1.0,Canada
C5305,Simran,male,-5.0,Delhi,2026-01-03,,833.39,10.0,USA
5306,Kiran,nan,200.0,Bangalore,,2025-06-22,-999.0,4.0,UK
5307,Sneha,nan,200.0,Mumbai,,2021-08-18,-999.0,3.0,Australia
,nan,F,200.0,nan,,,-999.0,1.0,Canada
5309,Simran,male,200.0,Mumbai,,,-999.0,-1.0,USA
C5310,Ravi,Male,200.0,Mumbai,,2025-12-10,-999.0,3.0,UK
5311,Rahul,Male,27.0,Chennai,2022-12-05,,-999.0,2.0,Canada
5312,Amit,male,44.0,Ahmedabad,2024-05-24,,3221.89,1.0,UK
,Neha,female,28.0,Hyderabad,2025-05-18,,-999.0,-1.0,UK
,Amit,Female,43.0,Chennai,,,-999.0,-1.0,UK
5315,Ankit,nan,200.0,Mumbai,2023-07-28,,-999.0,-1.0,UK
5316,Neha,M,200.0,Mumbai,,,-999.0,-1.0,nan
5317,Kiran,Male,-5.0,Ahmedabad,2025-11-06,,-999.0,2.0,Canada
C5318,Rahul,male,26.0,Hyderabad,2024-10-07,,-999.0,-1.0,Australia
5319,Simran,F,-5.0,Hyderabad,,,-999.0,3.0,Canada
5320,Ankit,female,-5.0,nan,,,-999.0,3.0,Australia
5321,Kiran,male,32.0,Mumbai,2023-10-16,,-999.0,10.0,Canada
5322,Pooja,nan,35.0,Ahmedabad,,2024-03-24,-999.0,-1.0,USA
5323,Simran,nan,-5.0,Kolkata,2020-08-31,,-999.0,10.0,USA
,Amit,male,60.0,nan,,2024-06-27,-999.0,3.0,Canada
5325,Rahul,nan,50.0,Bangalore,,2023-07-05,-999.0,-1.0,Australia
,Pooja,female,-5.0,Mumbai,,2025-08-10,-999.0,10.0,Canada
5327,Simran,Female,43.0,nan,2021-10-09,,-999.0,-1.0,UK
5328,Pooja,Male,-5.0,Chennai,,,3744.22,3.0,nan
C5329,Priya,nan,46.0,Pune,,,-999.0,-1.0,Australia
5330,Priya,Female,43.0,Kolkata,2023-08-27,,-999.0,3.0,UK
C5331,Kiran,nan,200.0,Pune,2020-11-18,2024-09-06,-999.0,-1.0,India
5332,Neha,nan,-5.0,Mumbai,2021-08-31,,-999.0,3.0,Canada
5333,Amit,Male,43.0,Pune,2023-12-26,,4114.3,3.0,Australia
,Rahul,Female,60.0,Chennai,,2024-05-18,-999.0,1.0,Canada
5335,Simran,nan,200.0,Hyderabad,,,1549.06,-1.0,USA
5336,Ankit,Male,31.0,Kolkata,,2021-07-16,3808.86,3.0,Australia
,Ravi,nan,35.0,Pune,,,1401.87,3.0,Canada
C5338,Priya,M,43.0,Kolkata,,2025-12-25,-999.0,1.0,nan
,Priya,Male,56.0,Ahmedabad,2024-06-13,,4346.47,10.0,UK
C5340,Simran,female,38.0,Delhi,,,-999.0,3.0,Canada
,Ankit,M,-5.0,Pune,2021-12-09,2020-08-21,3680.25,3.0,Canada
5342,Amit,nan,30.0,Kolkata,2022-07-09,,2182.87,4.0,Canada
5343,nan,nan,20.0,Chennai,,2021-04-01,422.88,10.0,USA
C5344,nan,Male,43.0,Hyderabad,2023-01-10,,-999.0,1.0,India
5345,Ravi,Female,26.0,Hyderabad,,2026-01-25,-999.0,3.0,Australia
C5346,Neha,nan,43.0,Hyderabad,2021-12-22,,-999.0,3.0,UK
5347,Priya,Female,200.0,Ahmedabad,2026-01-04,,-999.0,4.0,nan
5348,Priya,male,64.0,Bangalore,2021-11-17,,-999.0,10.0,Canada
C5349,Rahul,Male,-5.0,Mumbai,2022-01-27,,-999.0,10.0,nan
C5350,Simran,M,43.0,Kolkata,,2021-12-13,-999.0,3.0,UK
5351,Priya,Male,-5.0,Ahmedabad,2020-09-04,,-999.0,3.0,USA
5352,Amit,F,29.0,Chennai,2025-02-26,,1338.76,10.0,UK
5353,Priya,nan,43.0,nan,2023-04-29,2020-08-06,427.77,-1.0,Canada
,Neha,M,43.0,Hyderabad,2020-12-11,,-999.0,10.0,Canada
,nan,male,-5.0,nan,2023-08-29,2024-08-30,-999.0,10.0,UK
C5356,nan,M,26.0,Pune,,2022-08-07,-999.0,10.0,India
C5357,Ravi,nan,-5.0,Chennai,,,-999.0,10.0,nan
,nan,Female,62.0,Kolkata,2025-10-09,,-999.0,3.0,UK
5359,Priya,nan,-5.0,Bangalore,,,-999.0,5.0,Canada
5360,Kiran,Female,-5.0,Hyderabad,2024-02-26,,320.63,3.0,India
5361,Rahul,nan,200.0,Delhi,2025-11-28,,-999.0,2.0,India
5362,nan,nan,22.0,Hyderabad,2022-12-09,,3225.8,10.0,nan
C5363,Sneha,M,43.0,Hyderabad,,2024-04-11,4708.18,2.0,UK
5364,Rahul,M,200.0,Pune,,,-999.0,-1.0,UK
,Pooja,nan,43.0,Delhi,,,-999.0,-1.0,USA
C5366,Ankit,nan,40.0,Bangalore,,2024-02-28,-999.0,3.0,UK
C5367,Ravi,Male,-5.0,Chennai,,2020-12-16,-999.0,-1.0,Canada
,nan,nan,-5.0,Delhi,,2025-03-09,1621.98,1.0,nan
5369,nan,Female,-5.0,Pune,,2021-07-28,-999.0,-1.0,nan
C5370,nan,nan,-5.0,nan,,,-999.0,10.0,Canada
5371,nan,female,43.0,Chennai,,2025-04-27,-999.0,2.0,Australia
5372,nan,nan,200.0,Chennai,,2022-07-27,-999.0,-1.0,Canada
5373,nan,F,-5.0,nan,2021-07-10,2023-11-07,-999.0,10.0,India
5374,Neha,male,43.0,Pune,,2025-02-13,-999.0,10.0,Australia
5375,Ankit,F,-5.0,Kolkata,2022-01-10,,-999.0,3.0,nan
5376,Priya,M,-5.0,Pune,,,-999.0,3.0,USA
,Ankit,F,-5.0,nan,,,-999.0,-1.0,USA
,Sneha,female,200.0,Delhi,,,-999.0,-1.0,USA
5379,Simran,M,200.0,Kolkata,2024-04-24,2021-05-20,-999.0,-1.0,Australia
,Ankit,female,65.0,nan,,2024-09-22,-999.0,10.0,nan
C5381,Neha,male,43.0,Mumbai,,2025-11-15,-999.0,-1.0,Australia
C5382,Ravi,male,20.0,Kolkata,,,-999.0,-1.0,Australia
5383,nan,female,43.0,Hyderabad,2022-12-05,2023-02-22,-999.0,5.0,USA
5384,Simran,female,70.0,Kolkata,2023-03-29,,-999.0,10.0,UK
,Amit,female,-5.0,Bangalore,,,-999.0,3.0,India
5386,Priya,nan,200.0,Pune,2022-08-05,,-999.0,10.0,nan
5387,Ravi,male,200.0,nan,,2022-02-07,-999.0,10.0,Australia
C5388,Sneha,nan,-5.0,Ahmedabad,2024-02-22,,-999.0,10.0,Australia
,nan,Male,49.0,Ahmedabad,2021-06-03,,-999.0,10.0,Australia
5390,Neha,male,-5.0,Bangalore,2025-11-19,2025-01-21,-999.0,5.0,USA
C5391,nan,female,-5.0,Mumbai,,,-999.0,2.0,Canada
5392,Ravi,Male,43.0,nan,,,-999.0,3.0,nan
5393,nan,Female,200.0,Hyderabad,,2021-01-07,-999.0,3.0,nan
5394,Ankit,Female,43.0,Mumbai,,,76.87,3.0,USA
C5395,Ravi,nan,200.0,Pune,2025-11-04,,-999.0,10.0,USA
,Sneha,Female,45.0,Hyderabad,,,-999.0,3.0,USA
5397,Amit,F,200.0,Pune,,,-999.0,10.0,India
5398,Ankit,female,200.0,Ahmedabad,2022-12-01,,-999.0,-1.0,UK
5399,nan,female,43.0,Bangalore,,,-999.0,3.0,India
5400,Ankit,F,-5.0,Hyderabad,,2023-09-14,-999.0,10.0,nan
5401,nan,Female,43.0,Ahmedabad,,2023-04-28,-999.0,10.0,India
5402,Pooja,female,43.0,Delhi,2025-05-05,,-999.0,1.0,Australia
5403,Rahul,female,-5.0,Pune,,2022-07-06,-999.0,-1.0,India
5404,Sneha,Male,43.0,Kolkata,,,3414.42,10.0,Australia
5405,Simran,female,200.0,Hyderabad,2022-12-11,,-999.0,-1.0,India
,nan,Male,43.0,Hyderabad,2023-10-08,,-999.0,10.0,Canada
,Neha,F,43.0,Kolkata,,2024-08-18,-999.0,2.0,UK
5408,Simran,male,200.0,Mumbai,,,-999.0,-1.0,UK
,Amit,female,200.0,nan,2024-11-10,,-999.0,3.0,India
C5410,nan,M,60.0,Hyderabad,2020-12-06,,-999.0,1.0,nan
5411,Priya,Male,43.0,Pune,,2021-11-27,-999.0,-1.0,Canada
C5412,Ankit,female,-5.0,Delhi,2021-01-17,,-999.0,10.0,nan
,Simran,F,43.0,Chennai,2025-05-29,2024-12-22,-999.0,-1.0,nan
5414,Rahul,Male,200.0,Hyderabad,,2022-10-31,-999.0,4.0,Australia
C5415,Rahul,Female,43.0,Chennai,2025-07-23,,-999.0,10.0,Australia
C5416,Ravi,nan,23.0,nan,2022-12-02,2021-02-16,-999.0,3.0,USA
5417,Rahul,M,35.0,nan,2020-11-06,2021-09-09,-999.0,3.0,Australia
5418,Pooja,female,200.0,Chennai,2021-06-21,,-999.0,3.0,nan
5419,Ankit,male,200.0,Mumbai,,,-999.0,10.0,UK
,Kiran,male,43.0,Delhi,,,-999.0,-1.0,nan
,Amit,nan,52.0,Hyderabad,,2021-03-25,-999.0,4.0,Australia
5422,Kiran,nan,-5.0,Delhi,2021-11-13,,-999.0,-1.0,India
5423,Kiran,M,43.0,Kolkata,2022-09-26,,-999.0,-1.0,nan
5424,Ravi,nan,34.0,Kolkata,2025-11-04,2023-04-28,-999.0,10.0,Australia
5425,Ankit,nan,20.0,Bangalore,,2021-06-18,-999.0,10.0,nan
5426,nan,M,43.0,Hyderabad,2020-09-24,,-999.0,-1.0,Australia
C5427,Simran,M,-5.0,Mumbai,,,854.9,3.0,nan
5428,nan,Female,-5.0,Kolkata,,,-999.0,3.0,UK
5429,Priya,Male,-5.0,Hyderabad,,2024-04-07,-999.0,-1.0,UK
5430,Neha,female,43.0,Kolkata,2025-05-23,,-999.0,10.0,India
,Sneha,nan,25.0,Bangalore,2022-04-11,,-999.0,-1.0,Canada
5432,nan,nan,200.0,nan,,,-999.0,3.0,Canada
,Ankit,nan,200.0,Chennai,2024-09-12,,4612.31,10.0,Canada
C5434,Amit,nan,23.0,nan,,,-999.0,-1.0,UK
C5435,Priya,female,42.0,Pune,,2020-09-09,-999.0,10.0,UK
C5436,nan,Male,200.0,Bangalore,,,2182.03,5.0,nan
,Sneha,F,43.0,nan,2023-10-16,,-999.0,10.0,UK
5438,Pooja,M,200.0,Pune,,,-999.0,10.0,Canada
5439,Sneha,Male,200.0,Hyderabad,,,-999.0,3.0,Canada
5440,Ankit,F,-5.0,nan,,,2035.64,-1.0,USA
C5441,Kiran,nan,200.0,Pune,2022-11-27,,-999.0,3.0,nan
C5442,Ankit,female,43.0,Chennai,,,-999.0,3.0,Canada
5443,Ravi,female,-5.0,Chennai,,,363.89,10.0,India
5444,Ankit,nan,-5.0,Bangalore,,,2619.28,1.0,UK
5445,Simran,male,200.0,Bangalore,2023-05-21,,-999.0,-1.0,nan
,Ankit,nan,43.0,Mumbai,2022-08-19,,-999.0,4.0,USA
5447,Ravi,nan,43.0,Mumbai,2023-11-19,,4447.63,4.0,India
5448,Ankit,M,35.0,Bangalore,,,3556.34,10.0,India
5449,nan,male,-5.0,nan,2021-03-04,2023-05-28,-999.0,-1.0,UK
5450,Ravi,M,-5.0,Chennai,,2020-08-07,-999.0,2.0,UK
,Ankit,F,43.0,Bangalore,,,3099.55,2.0,Canada
C5452,Neha,Female,47.0,Mumbai,,,-999.0,2.0,USA
5453,Kiran,M,46.0,Kolkata,2022-08-30,,-999.0,3.0,UK
5454,Ravi,F,-5.0,Delhi,2021-01-20,,-999.0,5.0,USA
5455,nan,Female,-5.0,nan,2025-11-26,,2387.49,-1.0,USA
,Pooja,Male,18.0,Bangalore,2021-03-20,2025-03-25,-999.0,3.0,UK
C5457,Pooja,Female,26.0,Ahmedabad,,,-999.0,10.0,USA
5458,Amit,nan,43.0,Chennai,2021-02-06,,-999.0,10.0,Canada
5459,Ravi,M,24.0,Ahmedabad,,,-999.0,10.0,nan
5460,Rahul,male,-5.0,Kolkata,,2025-07-15,-999.0,5.0,Canada
,nan,M,27.0,Ahmedabad,,,-999.0,-1.0,Australia
,Amit,male,43.0,nan,,2024-04-26,-999.0,-1.0,UK
5463,Sneha,female,-5.0,Delhi,2022-01-14,,1958.57,10.0,Australia
5464,Amit,female,-5.0,Pune,,,3180.63,3.0,USA
5465,Amit,nan,-5.0,Chennai,,,323.23,10.0,India
,Ankit,Female,-5.0,Ahmedabad,,,-999.0,3.0,Australia
5467,Rahul,female,43.0,nan,2023-02-14,2023-06-17,-999.0,10.0,USA
,Sneha,Female,27.0,Chennai,2025-09-15,,-999.0,10.0,Canada
5469,Ankit,Male,200.0,Bangalore,,,-999.0,10.0,Australia
C5470,Neha,Female,-5.0,Bangalore,2020-12-14,,-999.0,-1.0,nan
C5471,nan,female,43.0,Delhi,,2023-07-30,-999.0,10.0,India
5472,nan,male,43.0,Pune,2022-07-12,,-999.0,10.0,Australia
5473,Simran,Male,44.0,Hyderabad,2024-12-05,2025-04-21,-999.0,3.0,India
5474,Simran,Female,43.0,Hyderabad,,,845.11,-1.0,nan
,nan,nan,200.0,Ahmedabad,,,-999.0,3.0,India
5476,Simran,M,43.0,Hyderabad,,2020-12-25,-999.0,10.0,UK
,Kiran,female,-5.0,Bangalore,,,-999.0,3.0,Canada
5478,Neha,female,200.0,nan,2022-02-04,,-999.0,3.0,UK
,Pooja,Male,-5.0,Chennai,,,-999.0,5.0,USA
5480,Priya,M,43.0,Hyderabad,2021-12-23,2025-03-29,-999.0,10.0,USA
5481,Amit,nan,200.0,nan,,2025-05-24,-999.0,3.0,Australia
5482,Priya,F,43.0,Bangalore,2023-07-06,,-999.0,3.0,nan
5483,Neha,M,33.0,nan,,,-999.0,10.0,USA
5484,Amit,nan,200.0,nan,,,-999.0,-1.0,Canada
,Ankit,male,43.0,Chennai,,2025-04-19,-999.0,10.0,nan
5486,Rahul,female,-5.0,Pune,2021-04-01,2023-04-22,-999.0,5.0,nan
5487,nan,Female,43.0,Chennai,,,4997.87,4.0,India
,nan,F,-5.0,nan,2022-08-31,2022-07-23,787.16,-1.0,UK
,Priya,nan,200.0,Delhi,2021-02-03,,-999.0,3.0,nan
C5490,nan,nan,200.0,Kolkata,,2025-06-13,-999.0,10.0,India
C5491,Simran,female,-5.0,Delhi,,2025-09-22,-999.0,1.0,Canada
C5492,Sneha,F,53.0,Ahmedabad,2025-04-26,,-999.0,3.0,USA
5493,Ravi,Male,54.0,Delhi,,,-999.0,3.0,Canada
C5494,Rahul,Male,200.0,Hyderabad,,,-999.0,10.0,Australia
5495,nan,Female,-5.0,Ahmedabad,2020-11-28,,-999.0,-1.0,Canada
5496,nan,F,200.0,Delhi,,2021-01-08,-999.0,10.0,India
C5497,Priya,M,43.0,Kolkata,,,-999.0,-1.0,India
5498,Ankit,M,-5.0,Hyderabad,,,-999.0,3.0,nan
C5499,Priya,female,200.0,Mumbai,2025-06-12,2025-08-01,-999.0,10.0,UK
,Amit,M,24.0,Pune,,,-999.0,-1.0,UK
,Sneha,male,-5.0,Bangalore,,2022-12-30,-999.0,2.0,Australia
C5502,Sneha,nan,-5.0,Delhi,2024-10-19,,-999.0,10.0,nan
C5503,Priya,F,-5.0,Chennai,2025-05-22,2020-12-30,-999.0,10.0,Canada
,Kiran,Female,-5.0,Bangalore,,,-999.0,3.0,India
C5505,nan,F,43.0,Pune,,,150.09,5.0,Australia
,nan,Male,200.0,Pune,,2025-02-14,-999.0,-1.0,UK
5507,Rahul,M,43.0,Ahmedabad,2025-10-29,2022-09-24,1779.63,1.0,UK
C5508,Amit,female,18.0,nan,2024-03-15,,-999.0,-1.0,Australia
C5509,Priya,F,43.0,Ahmedabad,2020-10-04,2022-07-25,-999.0,1.0,Australia
5510,Pooja,nan,47.0,Hyderabad,2024-01-10,,-999.0,3.0,USA
5511,Sneha,M,-5.0,Pune,,2023-09-09,758.99,10.0,USA
,Sneha,M,27.0,Kolkata,2022-10-29,,4183.7,-1.0,nan
5513,Simran,F,30.0,Mumbai,,2024-08-24,4177.36,3.0,UK
5514,Kiran,female,-5.0,Bangalore,,,-999.0,1.0,USA
C5515,Ravi,Male,-5.0,Kolkata,2022-10-05,,-999.0,10.0,UK
5516,Priya,M,200.0,Kolkata,2024-01-06,,-999.0,4.0,nan
5517,Sneha,M,200.0,Hyderabad,2024-01-19,,-999.0,10.0,nan
C5518,Sneha,F,200.0,Ahmedabad,,,-999.0,3.0,UK
5519,Rahul,male,-5.0,Bangalore,,2022-10-03,-999.0,10.0,USA
5520,Rahul,F,200.0,Chennai,,2025-11-04,2078.05,10.0,nan
5521,nan,F,18.0,Mumbai,2023-07-10,,-999.0,-1.0,nan
,Ravi,nan,-5.0,Kolkata,2022-01-24,2020-09-03,1561.99,1.0,nan
5523,Kiran,Female,-5.0,Hyderabad,2023-09-25,,2572.37,10.0,USA
,Amit,nan,200.0,Hyderabad,2020-12-07,2021-12-11,-999.0,10.0,Canada
C5525,Ankit,Male,-5.0,Delhi,,,-999.0,-1.0,Canada
C5526,nan,nan,-5.0,Mumbai,2024-05-05,,-999.0,-1.0,Canada
C5527,Amit,nan,46.0,Ahmedabad,2020-10-03,2022-08-03,-999.0,-1.0,nan
,nan,female,43.0,Mumbai,,,-999.0,3.0,India
5529,Neha,female,200.0,Chennai,,,-999.0,1.0,India
5530,Priya,nan,43.0,Ahmedabad,,2023-12-28,-999.0,-1.0,Canada
,Priya,Male,39.0,Mumbai,,,-999.0,3.0,Australia
5532,Rahul,M,-5.0,Hyderabad,,,-999.0,3.0,nan
C5533,Pooja,M,67.0,nan,2023-10-21,,-999.0,-1.0,UK
,nan,nan,43.0,Bangalore,2024-07-13,2022-01-02,-999.0,3.0,India
5535,Sneha,Female,200.0,Mumbai,2025-02-19,,-999.0,10.0,USA
,Sneha,F,200.0,Chennai,2025-11-04,2022-04-08,-999.0,10.0,Canada
5537,Ravi,nan,200.0,nan,,,-999.0,10.0,USA
C5538,Priya,female,42.0,Hyderabad,2022-06-03,,-999.0,10.0,India
5539,Neha,Female,-5.0,Kolkata,2023-08-06,,1522.97,10.0,Australia
C5540,Rahul,male,66.0,Hyderabad,2021-09-15,,175.51,3.0,India
C5541,Pooja,Female,43.0,nan,,,-999.0,3.0,UK
5542,Neha,Female,43.0,Chennai,,,-999.0,10.0,India
5543,Rahul,M,43.0,Kolkata,,,985.66,5.0,USA
,nan,M,-5.0,Delhi,2024-09-07,,-999.0,5.0,nan
5545,nan,nan,-5.0,Chennai,2021-06-18,,-999.0,3.0,nan
5546,Sneha,F,200.0,Delhi,,,-999.0,3.0,UK
5547,nan,M,-5.0,Pune,2024-01-23,,-999.0,10.0,nan
,Amit,female,-5.0,Bangalore,2024-06-11,2023-01-11,4420.22,-1.0,USA
,Rahul,male,33.0,Kolkata,,,-999.0,5.0,USA
C5550,nan,M,60.0,Ahmedabad,2024-03-10,,-999.0,3.0,India
5551,nan,female,-5.0,Bangalore,,,-999.0,-1.0,USA
5552,Rahul,F,43.0,Bangalore,,2023-10-10,-999.0,3.0,UK
5553,Neha,M,-5.0,Pune,,2024-11-11,-999.0,3.0,UK
5554,Neha,female,200.0,Ahmedabad,2020-08-28,2021-08-17,2785.11,3.0,Canada
,Ravi,male,41.0,Mumbai,2021-11-27,,4505.91,10.0,USA
5556,nan,Male,200.0,Pune,,2025-05-05,-999.0,-1.0,UK
5557,nan,male,200.0,nan,,2023-08-26,1089.27,10.0,USA
,Ravi,male,30.0,Mumbai,,,-999.0,-1.0,Canada
,Amit,Male,58.0,Mumbai,,,-999.0,3.0,nan
C5560,Ravi,female,200.0,nan,,,2042.91,-1.0,India
5561,Rahul,Female,43.0,Mumbai,,,351.9,3.0,UK
5562,nan,female,47.0,Bangalore,2024-12-02,2025-01-04,-999.0,-1.0,India
5563,nan,female,43.0,Bangalore,,,-999.0,3.0,nan
5564,Sneha,female,200.0,Ahmedabad,,,-999.0,10.0,nan
5565,nan,nan,43.0,Bangalore,2023-05-26,,-999.0,-1.0,UK
C5566,Rahul,nan,43.0,Mumbai,,,-999.0,10.0,Canada
5567,nan,M,-5.0,Chennai,,2022-09-10,-999.0,3.0,nan
5568,Priya,nan,43.0,Mumbai,2022-01-03,2023-12-24,-999.0,10.0,India
5569,Amit,nan,200.0,Chennai,2023-08-30,2021-02-10,-999.0,10.0,India
5570,Ravi,male,200.0,Bangalore,2025-09-29,,256.89,2.0,UK
5571,Priya,male,-5.0,Bangalore,,,-999.0,-1.0,Australia
,Sneha,nan,55.0,nan,,,-999.0,5.0,nan
5573,Rahul,F,43.0,Bangalore,,2024-04-22,-999.0,2.0,UK
C5574,Sneha,female,43.0,Mumbai,,,-999.0,10.0,Canada
C5575,Rahul,M,43.0,Mumbai,2020-12-29,,-999.0,3.0,India
C5576,nan,female,43.0,Delhi,2022-06-16,,-999.0,-1.0,USA
5577,Ravi,nan,200.0,Hyderabad,,2023-06-01,2576.89,3.0,Canada
5578,Kiran,male,43.0,Kolkata,,,-999.0,10.0,Australia
5579,nan,Male,43.0,Chennai,2025-03-25,2025-08-16,-999.0,3.0,Australia
5580,nan,male,-5.0,Hyderabad,,,-999.0,10.0,Australia
5581,Ankit,Male,69.0,Pune,,,-999.0,10.0,USA
C5582,nan,Male,200.0,Chennai,2022-05-31,2025-06-22,-999.0,-1.0,Canada
5583,Ravi,Female,-5.0,Hyderabad,2021-09-05,,-999.0,3.0,Australia
5584,Neha,F,-5.0,Mumbai,,,481.55,1.0,Australia
,Kiran,F,-5.0,Delhi,2021-03-05,2023-05-02,1833.38,1.0,Canada
5586,Pooja,Male,-5.0,nan,,,-999.0,1.0,Australia
5587,Pooja,F,31.0,Mumbai,,,-999.0,-1.0,Canada
5588,Amit,M,200.0,Hyderabad,2022-02-18,,-999.0,-1.0,Canada
,Priya,nan,200.0,Pune,,,-999.0,4.0,nan
C5590,Sneha,nan,50.0,Hyderabad,,,-999.0,-1.0,nan
C5591,Kiran,F,43.0,nan,,,-999.0,2.0,nan
5592,Sneha,nan,-5.0,Pune,2024-07-23,,-999.0,10.0,India
5593,Sneha,Female,200.0,Ahmedabad,2025-10-22,2022-12-29,-999.0,5.0,India
5594,Neha,Female,-5.0,Chennai,2022-09-28,,4587.57,-1.0,UK
5595,Sneha,Male,-5.0,Mumbai,,,-999.0,-1.0,UK
C5596,Ravi,nan,69.0,Mumbai,2023-04-05,,-999.0,10.0,UK
5597,nan,F,39.0,Kolkata,2024-04-17,,-999.0,3.0,USA
5598,Sneha,female,61.0,Kolkata,,2025-05-06,-999.0,4.0,India
5599,Rahul,Female,56.0,Chennai,2024-01-09,,2612.22,4.0,Australia
,nan,nan,200.0,Pune,2022-10-24,2023-04-16,-999.0,-1.0,nan
,Ravi,M,-5.0,Delhi,,2024-11-15,-999.0,1.0,India
,Ravi,Female,200.0,Ahmedabad,,,-999.0,3.0,USA
,Priya,nan,43.0,Bangalore,2023-09-22,,3841.51,-1.0,India
C5604,Sneha,Female,43.0,Kolkata,,,2679.95,3.0,India
,Sneha,nan,200.0,Hyderabad,2025-06-15,2025-01-14,-999.0,-1.0,nan
5606,Ankit,Male,-5.0,Chennai,,,-999.0,3.0,India
5607,Priya,F,43.0,Pune,,2021-12-09,2783.26,3.0,India
5608,Kiran,nan,60.0,Pune,2023-12-29,,-999.0,-1.0,nan
5609,Neha,M,200.0,Ahmedabad,2023-05-13,,339.7,-1.0,India
5610,Ankit,M,-5.0,Chennai,,,-999.0,3.0,India
5611,Pooja,M,-5.0,Pune,,2025-07-12,-999.0,3.0,Australia
C5612,Ravi,nan,43.0,Hyderabad,,,-999.0,-1.0,Canada
C5613,Kiran,nan,200.0,Hyderabad,,,-999.0,1.0,nan
5614,Ankit,Male,200.0,Chennai,2025-08-14,,-999.0,3.0,Australia
C5615,Kiran,female,-5.0,Chennai,2024-07-15,,4967.76,-1.0,USA
,Simran,male,42.0,Bangalore,,,-999.0,2.0,UK
C5617,nan,nan,57.0,Bangalore,,,-999.0,3.0,India
5618,Priya,nan,61.0,Mumbai,,,-999.0,5.0,Canada
5619,Sneha,Male,21.0,Chennai,,,-999.0,3.0,Australia
5620,Rahul,M,200.0,Hyderabad,2021-05-13,2022-09-01,-999.0,1.0,Canada
C5621,nan,Male,-5.0,Chennai,2020-12-10,2025-10-08,-999.0,10.0,Australia
C5622,Rahul,male,67.0,Ahmedabad,,,2088.12,-1.0,India
C5623,Kiran,female,200.0,Pune,2025-04-21,,-999.0,2.0,nan
C5624,Rahul,Female,-5.0,Hyderabad,,,144.69,2.0,Canada
,Neha,F,200.0,Delhi,2021-04-26,,-999.0,-1.0,Canada
5626,nan,M,-5.0,Mumbai,2021-03-01,,599.46,10.0,nan
,Ravi,F,43.0,Kolkata,2025-07-20,2021-05-29,-999.0,-1.0,nan
5628,Ravi,M,-5.0,Mumbai,2021-08-06,,-999.0,3.0,Canada
5629,nan,Male,22.0,Kolkata,,2022-12-24,-999.0,-1.0,nan
5630,Ravi,nan,43.0,nan,,,201.89,3.0,India
5631,Simran,Male,200.0,nan,2020-11-18,2021-01-15,-999.0,-1.0,Australia
5632,Ankit,F,-5.0,Mumbai,2021-08-26,,1427.6,-1.0,Australia
C5633,nan,male,-5.0,Pune,,,-999.0,10.0,UK
5634,Sneha,M,200.0,Mumbai,,2020-10-06,2692.05,2.0,Canada
C5635,Simran,M,200.0,Pune,2022-04-23,,-999.0,10.0,nan
5636,Pooja,Female,-5.0,Pune,2023-06-08,,-999.0,5.0,Australia
5637,Rahul,nan,23.0,Hyderabad,,,-999.0,10.0,Australia
5638,Sneha,nan,-5.0,Delhi,,,-999.0,3.0,USA
5639,Amit,female,-5.0,Bangalore,2023-11-14,,-999.0,5.0,UK
C5640,Pooja,F,43.0,Pune,,2026-01-09,-999.0,10.0,India
,Kiran,male,59.0,Kolkata,,,-999.0,10.0,Australia
C5642,Rahul,F,200.0,Bangalore,2025-03-02,,-999.0,3.0,USA
5643,Simran,nan,200.0,Delhi,2022-10-20,2023-05-29,-999.0,-1.0,UK
5644,Sneha,Male,-5.0,Delhi,,,-999.0,10.0,nan
,Neha,Female,43.0,Delhi,2023-07-30,,-999.0,3.0,USA
C5646,Kiran,Female,-5.0,Ahmedabad,2021-01-30,,727.64,-1.0,USA
,Pooja,male,-5.0,Hyderabad,,,-999.0,-1.0,USA
5648,Kiran,female,31.0,Bangalore,2021-01-10,2021-08-27,628.99,10.0,UK
C5649,Ravi,M,-5.0,Bangalore,,,3457.98,5.0,UK
5650,Ankit,M,29.0,Mumbai,2021-12-08,2023-01-26,1806.71,3.0,India
,Rahul,F,43.0,Delhi,,,-999.0,3.0,USA
C5652,Amit,M,43.0,Mumbai,2025-06-21,2022-01-23,-999.0,3.0,UK
5653,Pooja,male,30.0,Kolkata,2024-07-06,,-999.0,10.0,USA
5654,Ravi,nan,200.0,Bangalore,,2023-10-26,-999.0,3.0,India
C5655,Amit,nan,43.0,Ahmedabad,2025-07-06,,-999.0,10.0,Canada
,Ravi,F,27.0,Pune,,,4647.98,3.0,India
5657,Pooja,nan,62.0,nan,2024-08-23,,-999.0,3.0,India
5658,Sneha,male,200.0,Kolkata,2021-09-09,2022-08-06,-999.0,10.0,Canada
5659,Pooja,Female,-5.0,Hyderabad,2024-06-21,,-999.0,3.0,UK
C5660,Pooja,M,-5.0,Kolkata,2025-05-05,,4977.36,-1.0,India
5661,Priya,M,43.0,nan,2021-07-22,,1505.3,10.0,India
,Ravi,F,43.0,Chennai,2022-04-07,,-999.0,3.0,India
5663,nan,Female,200.0,Kolkata,2024-06-22,2024-03-26,1299.42,10.0,USA
5664,Rahul,M,-5.0,Delhi,,,3585.22,3.0,India
5665,Rahul,male,43.0,Kolkata,,,2403.64,10.0,nan
